"Gene","Module"
"BCLAF1","turquoise"
"BCO1","grey"
"BCO2","turquoise"
"BCOR","turquoise"
"BCORL1","blue"
"BCR","blue"
"BCS1L","blue"
"BDH1","blue"
"BDH2","turquoise"
"BDKRB1","grey"
"BDKRB2","grey"
"BDNF","grey"
"BDP1","turquoise"
"BEAN1","grey"
"BECN1","turquoise"
"BEGAIN","blue"
"BEND3","turquoise"
"BEND5","green"
"BEND7","turquoise"
"BEST1","grey"
"BEST3","grey"
"BEST4","grey"
"BET1","turquoise"
"BET1L","blue"
"BEX2","grey"
"BEX4","grey"
"BEX5","yellow"
"BFAR","turquoise"
"BFSP1","turquoise"
"BHLHA15","yellow"
"BHLHE40","grey"
"BHLHE41","turquoise"
"BHMT","grey"
"BICC1","grey"
"BICD1","turquoise"
"BICD2","turquoise"
"BID","turquoise"
"BIK","turquoise"
"BIN1","blue"
"BIN2","grey"
"BIN3","blue"
"BIRC2","turquoise"
"BIRC3","grey"
"BIRC5","grey"
"BIRC6","turquoise"
"BIVM","turquoise"
"BIVM-ERCC5","yellow"
"BLACAT1","grey"
"BLCAP","turquoise"
"BLM","turquoise"
"BLMH","turquoise"
"BLNK","grey"
"BLOC1S1","blue"
"BLOC1S2","turquoise"
"BLOC1S3","blue"
"BLOC1S4","blue"
"BLOC1S5","grey"
"BLOC1S6","turquoise"
"BLVRA","turquoise"
"BLVRB","blue"
"BLZF1","turquoise"
"BMF","blue"
"BMI1","turquoise"
"BMP1","blue"
"BMP15","brown"
"BMP2","grey"
"BMP2K","turquoise"
"BMP3","green"
"BMP4","blue"
"BMP5","grey"
"BMP6","turquoise"
"BMP7","green"
"BMP8A","grey"
"BMP8B","turquoise"
"BMPR1A","turquoise"
"BMPR1B","grey"
"BMPR2","turquoise"
"BMS1","turquoise"
"BMX","brown"
"BNC1","brown"
"BNC2","grey"
"BNIP1","turquoise"
"BNIP2","turquoise"
"BNIP3","turquoise"
"BNIP3L","turquoise"
"BNIPL","grey"
"BOC","blue"
"BOD1","turquoise"
"BOD1L1","turquoise"
"BOK","blue"
"BOLA1","turquoise"
"BOLA2","brown"
"BOLA2B","blue"
"BOLA3","turquoise"
"BOP1","blue"
"BORA","turquoise"
"BPGM","turquoise"
"BPHL","turquoise"
"BPI","brown"
"BPIFA1","brown"
"BPIFA2","brown"
"BPIFB1","brown"
"BPIFB2","brown"
"BPIFB4","brown"
"BPNT1","turquoise"
"BPTF","turquoise"
"BRAF","turquoise"
"BRAP","turquoise"
"BRAT1","blue"
"BRCA1","turquoise"
"BRCA2","grey"
"BRCC3","turquoise"
"BRD1","turquoise"
"BRD2","blue"
"BRD3","turquoise"
"BRD4","blue"
"BRD7","turquoise"
"BRD8","turquoise"
"BRD9","turquoise"
"BRF1","blue"
"BRF2","turquoise"
"BRI3","blue"
"BRI3BP","turquoise"
"BRICD5","grey"
"BRINP1","grey"
"BRIP1","turquoise"
"BRIX1","turquoise"
"BRK1","turquoise"
"BRMS1","blue"
"BRMS1L","turquoise"
"BROX","turquoise"
"BRPF1","blue"
"BRPF3","blue"
"BRSK1","blue"
"BRSK2","blue"
"BRWD1","turquoise"
"BRWD3","turquoise"
"BSCL2","blue"
"BSDC1","turquoise"
"BSG","blue"
"BSN","blue"
"BSND","brown"
"BSPRY","grey"
"BST1","grey"
"BST2","grey"
"BTAF1","turquoise"
"BTBD1","turquoise"
"BTBD10","turquoise"
"BTBD16","grey"
"BTBD19","grey"
"BTBD2","blue"
"BTBD3","turquoise"
"BTBD6","blue"
"BTBD7","turquoise"
"BTBD8","grey"
"BTBD9","turquoise"
"BTC","grey"
"BTD","turquoise"
"BTF3","turquoise"
"BTF3L4","turquoise"
"BTG1","turquoise"
"BTG2","grey"
"BTG3","turquoise"
"BTG4","grey"
"BTN2A1","turquoise"
"BTN2A2","turquoise"
"BTN3A1","turquoise"
"BTN3A2","grey"
"BTN3A3","turquoise"
"BTNL8","brown"
"BTNL9","grey"
"BTRC","turquoise"
"BUB1","turquoise"
"BUB1B","turquoise"
"BUB3","turquoise"
"BUD13","turquoise"
"BUD31","turquoise"
"BYSL","blue"
"BZW1","turquoise"
"BZW2","turquoise"
"C1D","turquoise"
"C1GALT1","turquoise"
"C1GALT1C1","turquoise"
"C1QBP","turquoise"
"C1QL2","yellow"
"C1QL3","grey"
"C1QTNF1","blue"
"C1QTNF3","grey"
"C1QTNF3-AMACR","yellow"
"C1QTNF4","blue"
"C1QTNF5","green"
"C1QTNF6","blue"
"C1QTNF8","brown"
"C1QTNF9B","brown"
"C1R","grey"
"C1RL","grey"
"C1S","grey"
"C2","grey"
"C2CD2","turquoise"
"C2CD2L","blue"
"C2CD3","turquoise"
"C2CD4A","brown"
"C2CD4B","brown"
"C2CD4C","blue"
"C2CD4D","brown"
"C2CD5","turquoise"
"C3","grey"
"C4A","grey"
"C4B","grey"
"C4BPA","grey"
"C4BPB","grey"
"C5","turquoise"
"C5AR1","grey"
"C5AR2","grey"
"C6","brown"
"CA11","blue"
"CA12","grey"
"CA13","grey"
"CA14","turquoise"
"CA2","green"
"CA3","grey"
"CA5B","turquoise"
"CA6","brown"
"CA8","grey"
"CA9","grey"
"CAAP1","turquoise"
"CAB39","turquoise"
"CAB39L","turquoise"
"CABIN1","blue"
"CABLES1","turquoise"
"CABLES2","blue"
"CABP4","yellow"
"CABYR","turquoise"
"CACFD1","blue"
"CACHD1","turquoise"
"CACNA1A","grey"
"CACNA1B","grey"
"CACNA1C","grey"
"CACNA1D","grey"
"CACNA1F","yellow"
"CACNA1H","grey"
"CACNA2D1","red"
"CACNA2D2","blue"
"CACNA2D3","grey"
"CACNA2D4","grey"
"CACNB1","blue"
"CACNB2","turquoise"
"CACNB3","blue"
"CACNB4","grey"
"CACNG4","grey"
"CACNG6","grey"
"CACNG8","grey"
"CACTIN","blue"
"CACUL1","turquoise"
"CACYBP","turquoise"
"CAD","blue"
"CADM1","grey"
"CADM2","yellow"
"CADM4","blue"
"CADPS2","grey"
"CAGE1","grey"
"CALB1","grey"
"CALB2","grey"
"CALCA","brown"
"CALCOCO1","turquoise"
"CALCOCO2","turquoise"
"CALCRL","grey"
"CALD1","turquoise"
"CALHM2","grey"
"CALM1","turquoise"
"CALM2","turquoise"
"CALM3","blue"
"CALML3","brown"
"CALML4","grey"
"CALML5","brown"
"CALML6","grey"
"CALR","blue"
"CALR3","grey"
"CALU","turquoise"
"CAMK1","blue"
"CAMK1D","turquoise"
"CAMK2B","grey"
"CAMK2D","turquoise"
"CAMK2G","turquoise"
"CAMK2N1","turquoise"
"CAMK2N2","blue"
"CAMK4","grey"
"CAMKK1","blue"
"CAMKK2","turquoise"
"CAMKMT","turquoise"
"CAMLG","turquoise"
"CAMSAP1","turquoise"
"CAMSAP2","turquoise"
"CAMSAP3","blue"
"CAMTA1","turquoise"
"CAMTA2","blue"
"CAND1","turquoise"
"CAND2","blue"
"CANT1","blue"
"CANX","turquoise"
"CAP1","turquoise"
"CAP2","turquoise"
"CAPG","grey"
"CAPN1","blue"
"CAPN10","blue"
"CAPN12","blue"
"CAPN13","brown"
"CAPN14","grey"
"CAPN15","blue"
"CAPN2","turquoise"
"CAPN3","turquoise"
"CAPN5","blue"
"CAPN6","brown"
"CAPN7","turquoise"
"CAPN8","grey"
"CAPN9","grey"
"CAPNS1","blue"
"CAPNS2","grey"
"CAPRIN1","turquoise"
"CAPRIN2","turquoise"
"CAPS","blue"
"CAPS2","grey"
"CAPSL","brown"
"CAPZA1","turquoise"
"CAPZA2","turquoise"
"CAPZB","turquoise"
"CARD10","blue"
"CARD11","grey"
"CARD14","blue"
"CARD16","grey"
"CARD6","grey"
"CARD8","turquoise"
"CARD9","grey"
"CARF","turquoise"
"CARHSP1","grey"
"CARM1","blue"
"CARNS1","blue"
"CARS2","turquoise"
"CASC3","turquoise"
"CASD1","turquoise"
"CASK","turquoise"
"CASKIN1","blue"
"CASKIN2","blue"
"CASP1","grey"
"CASP10","turquoise"
"CASP2","turquoise"
"CASP3","turquoise"
"CASP4","grey"
"CASP6","grey"
"CASP7","grey"
"CASP8","grey"
"CASP8AP2","turquoise"
"CASP9","blue"
"CASQ2","green"
"CAST","turquoise"
"CASZ1","blue"
"CAT","turquoise"
"CATIP","grey"
"CATSPER2","turquoise"
"CATSPER3","turquoise"
"CATSPERB","brown"
"CATSPERD","grey"
"CATSPERG","blue"
"CAV1","grey"
"CAV2","turquoise"
"CBFA2T2","turquoise"
"CBFA2T3","green"
"CBFB","turquoise"
"CBL","turquoise"
"CBLB","turquoise"
"CBLC","brown"
"CBLL1","turquoise"
"CBLN2","yellow"
"CBLN3","blue"
"CBR1","turquoise"
"CBR3","turquoise"
"CBR4","turquoise"
"CBS","blue"
"CBX1","turquoise"
"CBX2","blue"
"CBX3","turquoise"
"CBX4","blue"
"CBX5","turquoise"
"CBX6","blue"
"CBX7","blue"
"CBX8","blue"
"CBY1","turquoise"
"CBY3","grey"
"CC2D1A","blue"
"CC2D1B","blue"
"CC2D2A","turquoise"
"CCAR1","turquoise"
"CCAR2","blue"
"CCBE1","yellow"
"CCDC102A","blue"
"CCDC102B","grey"
"CCDC106","blue"
"CCDC107","blue"
"CCDC110","grey"
"CCDC112","turquoise"
"CCDC117","turquoise"
"CCDC12","blue"
"CCDC120","blue"
"CCDC121","turquoise"
"CCDC122","grey"
"CCDC124","blue"
"CCDC125","turquoise"
"CCDC126","turquoise"
"CCDC127","turquoise"
"CCDC13","grey"
"CCDC134","blue"
"CCDC136","blue"
"CCDC137","blue"
"CCDC138","turquoise"
"CCDC14","turquoise"
"CCDC142","blue"
"CCDC144A","grey"
"CCDC146","grey"
"CCDC148","turquoise"
"CCDC149","red"
"CCDC15","turquoise"
"CCDC150","turquoise"
"CCDC152","grey"
"CCDC154","blue"
"CCDC157","blue"
"CCDC158","grey"
"CCDC159","blue"
"CCDC160","grey"
"CCDC167","blue"
"CCDC169","grey"
"CCDC17","grey"
"CCDC170","grey"
"CCDC171","turquoise"
"CCDC174","turquoise"
"CCDC175","green"
"CCDC178","grey"
"CCDC18","turquoise"
"CCDC180","grey"
"CCDC181","grey"
"CCDC183","blue"
"CCDC184","grey"
"CCDC186","turquoise"
"CCDC22","blue"
"CCDC24","blue"
"CCDC25","turquoise"
"CCDC28A","turquoise"
"CCDC28B","blue"
"CCDC3","turquoise"
"CCDC30","grey"
"CCDC33","brown"
"CCDC34","turquoise"
"CCDC40","blue"
"CCDC43","turquoise"
"CCDC47","turquoise"
"CCDC50","turquoise"
"CCDC51","blue"
"CCDC57","blue"
"CCDC59","turquoise"
"CCDC6","turquoise"
"CCDC60","green"
"CCDC61","blue"
"CCDC62","grey"
"CCDC66","turquoise"
"CCDC68","grey"
"CCDC69","turquoise"
"CCDC7","turquoise"
"CCDC71","blue"
"CCDC71L","turquoise"
"CCDC73","grey"
"CCDC74A","grey"
"CCDC74B","blue"
"CCDC77","turquoise"
"CCDC78","blue"
"CCDC8","grey"
"CCDC80","grey"
"CCDC81","grey"
"CCDC82","turquoise"
"CCDC85B","blue"
"CCDC85C","blue"
"CCDC86","blue"
"CCDC87","blue"
"CCDC88A","turquoise"
"CCDC88B","blue"
"CCDC88C","grey"
"CCDC89","grey"
"CCDC9","blue"
"CCDC90B","turquoise"
"CCDC91","turquoise"
"CCDC92","blue"
"CCDC93","turquoise"
"CCDC97","blue"
"CCER2","yellow"
"CCHCR1","blue"
"CCL14","brown"
"CCL15","brown"
"CCL15-CCL14","brown"
"CCL17","brown"
"CCL19","grey"
"CCL2","grey"
"CCL20","grey"
"CCL22","brown"
"CCL28","grey"
"CCM2","blue"
"CCNA1","brown"
"CCNA2","turquoise"
"CCNB1","turquoise"
"CCNB1IP1","turquoise"
"CCNB2","turquoise"
"CCNB3","grey"
"CCNC","turquoise"
"CCND1","turquoise"
"CCND2","green"
"CCND3","blue"
"CCNDBP1","turquoise"
"CCNE1","turquoise"
"CCNE2","turquoise"
"CCNF","blue"
"CCNG1","turquoise"
"CCNG2","turquoise"
"CCNH","turquoise"
"CCNI","turquoise"
"CCNI2","blue"
"CCNJ","turquoise"
"CCNJL","grey"
"CCNK","turquoise"
"CCNL1","turquoise"
"CCNL2","turquoise"
"CCNO","grey"
"CCNT1","turquoise"
"CCNT2","turquoise"
"CCNY","turquoise"
"CCNYL1","turquoise"
"CCP110","turquoise"
"CCPG1","turquoise"
"CCR10","blue"
"CCR7","grey"
"CCRL2","grey"
"CCS","blue"
"CCSAP","turquoise"
"CCSER1","grey"
"CCSER2","turquoise"
"CCT2","turquoise"
"CCT3","turquoise"
"CCT4","turquoise"
"CCT5","turquoise"
"CCT6A","turquoise"
"CCT6B","grey"
"CCT7","turquoise"
"CCT8","turquoise"
"CCZ1","turquoise"
"CCZ1B","turquoise"
"CD101","grey"
"CD109","turquoise"
"CD14","grey"
"CD151","blue"
"CD164","turquoise"
"CD164L2","brown"
"CD177","grey"
"CD180","yellow"
"CD19","brown"
"CD200","yellow"
"CD200R1","grey"
"CD200R1L","brown"
"CD226","yellow"
"CD24","turquoise"
"CD247","grey"
"CD274","grey"
"CD276","blue"
"CD2AP","turquoise"
"CD2BP2","blue"
"CD300A","yellow"
"CD300LF","grey"
"CD302","grey"
"CD320","blue"
"CD34","grey"
"CD36","grey"
"CD37","grey"
"CD38","grey"
"CD4","grey"
"CD40","brown"
"CD44","grey"
"CD46","turquoise"
"CD47","turquoise"
"CD5","grey"
"CD55","turquoise"
"CD58","grey"
"CD59","turquoise"
"CD6","grey"
"CD63","turquoise"
"CD68","grey"
"CD7","grey"
"CD72","grey"
"CD74","grey"
"CD81","blue"
"CD82","blue"
"CD83","turquoise"
"CD86","green"
"CD8A","grey"
"CD9","grey"
"CD93","yellow"
"CD96","grey"
"CD99","black"
"CD99L2","blue"
"CDA","blue"
"CDADC1","turquoise"
"CDAN1","blue"
"CDC123","turquoise"
"CDC14A","turquoise"
"CDC14B","turquoise"
"CDC16","turquoise"
"CDC20","blue"
"CDC20B","grey"
"CDC23","turquoise"
"CDC25A","turquoise"
"CDC25B","blue"
"CDC25C","grey"
"CDC26","turquoise"
"CDC27","turquoise"
"CDC34","blue"
"CDC37","blue"
"CDC37L1","turquoise"
"CDC40","turquoise"
"CDC42","turquoise"
"CDC42BPA","turquoise"
"CDC42BPB","turquoise"
"CDC42BPG","blue"
"CDC42EP1","blue"
"CDC42EP2","blue"
"CDC42EP3","turquoise"
"CDC42EP4","blue"
"CDC42EP5","grey"
"CDC42SE1","turquoise"
"CDC42SE2","turquoise"
"CDC45","turquoise"
"CDC5L","turquoise"
"CDC6","turquoise"
"CDC7","turquoise"
"CDC73","turquoise"
"CDCA2","turquoise"
"CDCA3","turquoise"
"CDCA4","blue"
"CDCA5","blue"
"CDCA7","turquoise"
"CDCA7L","turquoise"
"CDCA8","turquoise"
"CDCP1","grey"
"CDH1","grey"
"CDH11","green"
"CDH12","yellow"
"CDH13","grey"
"CDH2","grey"
"CDH22","yellow"
"CDH23","blue"
"CDH24","blue"
"CDH26","grey"
"CDH3","blue"
"CDH4","blue"
"CDH5","grey"
"CDH6","grey"
"CDH7","yellow"
"CDH8","grey"
"CDHR1","green"
"CDHR2","blue"
"CDHR3","grey"
"CDHR4","grey"
"CDIP1","blue"
"CDIPT","blue"
"CDK1","turquoise"
"CDK10","blue"
"CDK11A","blue"
"CDK11B","turquoise"
"CDK12","turquoise"
"CDK13","turquoise"
"CDK14","turquoise"
"CDK16","blue"
"CDK17","turquoise"
"CDK18","blue"
"CDK19","turquoise"
"CDK2","turquoise"
"CDK20","blue"
"CDK2AP1","turquoise"
"CDK2AP2","blue"
"CDK3","green"
"CDK4","turquoise"
"CDK5","blue"
"CDK5R1","turquoise"
"CDK5RAP1","turquoise"
"CDK5RAP2","turquoise"
"CDK5RAP3","blue"
"CDK6","grey"
"CDK7","turquoise"
"CDK8","turquoise"
"CDK9","blue"
"CDKAL1","turquoise"
"CDKL1","turquoise"
"CDKL2","turquoise"
"CDKL3","turquoise"
"CDKL4","grey"
"CDKL5","grey"
"CDKN1A","grey"
"CDKN1B","turquoise"
"CDKN1C","blue"
"CDKN2A","grey"
"CDKN2AIP","turquoise"
"CDKN2B","turquoise"
"CDKN2C","blue"
"CDKN2D","blue"
"CDKN3","turquoise"
"CDNF","grey"
"CDON","turquoise"
"CDPF1","blue"
"CDR2","turquoise"
"CDR2L","blue"
"CDRT4","grey"
"CDS1","turquoise"
"CDS2","turquoise"
"CDSN","yellow"
"CDT1","blue"
"CDV3","turquoise"
"CDX2","brown"
"CDYL","turquoise"
"CDYL2","grey"
"CEACAM1","grey"
"CEACAM19","blue"
"CEACAM3","brown"
"CEACAM5","brown"
"CEACAM6","brown"
"CEACAM7","brown"
"CEBPA","grey"
"CEBPB","blue"
"CEBPD","grey"
"CEBPG","turquoise"
"CEBPZ","turquoise"
"CEBPZOS","turquoise"
"CECR2","grey"
"CEL","blue"
"CELF1","turquoise"
"CELF2","green"
"CELF3","grey"
"CELF6","green"
"CELSR1","grey"
"CELSR2","blue"
"CELSR3","blue"
"CEMIP","grey"
"CEMP1","yellow"
"CENPA","grey"
"CENPB","blue"
"CENPC","turquoise"
"CENPE","turquoise"
"CENPF","turquoise"
"CENPH","turquoise"
"CENPI","turquoise"
"CENPK","turquoise"
"CENPL","turquoise"
"CENPM","blue"
"CENPN","turquoise"
"CENPO","turquoise"
"CENPP","turquoise"
"CENPQ","turquoise"
"CENPT","blue"
"CENPU","turquoise"
"CENPV","turquoise"
"CENPW","turquoise"
"CEP104","turquoise"
"CEP112","grey"
"CEP120","turquoise"
"CEP128","turquoise"
"CEP131","blue"
"CEP135","turquoise"
"CEP152","turquoise"
"CEP162","turquoise"
"CEP164","blue"
"CEP170","turquoise"
"CEP170B","blue"
"CEP19","turquoise"
"CEP192","turquoise"
"CEP250","blue"
"CEP290","turquoise"
"CEP350","turquoise"
"CEP41","turquoise"
"CEP44","turquoise"
"CEP55","grey"
"CEP57","turquoise"
"CEP57L1","turquoise"
"CEP63","turquoise"
"CEP68","turquoise"
"CEP70","turquoise"
"CEP72","blue"
"CEP76","turquoise"
"CEP78","turquoise"
"CEP83","turquoise"
"CEP85","turquoise"
"CEP85L","turquoise"
"CEP89","turquoise"
"CEP95","turquoise"
"CEP97","turquoise"
"CEPT1","turquoise"
"CERCAM","blue"
"CERK","turquoise"
"CERKL","red"
"CERS1","blue"
"CERS2","turquoise"
"CERS3","brown"
"CERS4","blue"
"CERS5","turquoise"
"CERS6","turquoise"
"CES1","grey"
"CES2","blue"
"CES3","blue"
"CES4A","grey"
"CETN2","turquoise"
"CETN3","turquoise"
"CFAP20","turquoise"
"CFAP221","grey"
"CFAP43","grey"
"CFAP44","grey"
"CFAP46","green"
"CFAP58","grey"
"CFAP61","grey"
"CFAP69","turquoise"
"CFAP97","turquoise"
"CFAP99","grey"
"CFB","grey"
"CFC1","yellow"
"CFD","blue"
"CFDP1","turquoise"
"CFH","green"
"CFHR3","brown"
"CFI","grey"
"CFL1","turquoise"
"CFL2","turquoise"
"CFLAR","turquoise"
"CFP","grey"
"CFTR","grey"
"CGB7","grey"
"CGGBP1","turquoise"
"CGN","grey"
"CGNL1","grey"
"CGRRF1","turquoise"
"CH25H","brown"
"CHAC1","blue"
"CHAC2","turquoise"
"CHAD","blue"
"CHADL","blue"
"CHAF1A","blue"
"CHAF1B","turquoise"
"CHAMP1","turquoise"
"CHCHD1","turquoise"
"CHCHD10","blue"
"CHCHD2","turquoise"
"CHCHD3","turquoise"
"CHCHD4","turquoise"
"CHCHD5","blue"
"CHCHD6","blue"
"CHCHD7","turquoise"
"CHD1","turquoise"
"CHD1L","turquoise"
"CHD2","turquoise"
"CHD3","turquoise"
"CHD4","turquoise"
"CHD6","turquoise"
"CHD7","grey"
"CHD8","turquoise"
"CHD9","turquoise"
"CHDH","grey"
"CHEK1","turquoise"
"CHEK2","turquoise"
"CHERP","blue"
"CHFR","turquoise"
"CHGA","grey"
"CHGB","grey"
"CHI3L1","grey"
"CHIC1","turquoise"
"CHIC2","turquoise"
"CHID1","blue"
"CHKA","turquoise"
"CHKB","grey"
"CHKB-CPT1B","blue"
"CHL1","green"
"CHM","turquoise"
"CHML","turquoise"
"CHMP1A","blue"
"CHMP1B","turquoise"
"CHMP2A","blue"
"CHMP2B","turquoise"
"CHMP3","turquoise"
"CHMP4A","grey"
"CHMP4B","turquoise"
"CHMP4C","grey"
"CHMP5","turquoise"
"CHMP6","blue"
"CHMP7","turquoise"
"CHN1","turquoise"
"CHN2","grey"
"CHODL","grey"
"CHORDC1","turquoise"
"CHP1","turquoise"
"CHP2","brown"
"CHPF","blue"
"CHPF2","blue"
"CHPT1","turquoise"
"CHRAC1","turquoise"
"CHRFAM7A","grey"
"CHRM3","grey"
"CHRM4","blue"
"CHRNA10","grey"
"CHRNA5","turquoise"
"CHRNA7","grey"
"CHRNA9","brown"
"CHRNB1","blue"
"CHRNB2","grey"
"CHRNB4","grey"
"CHRNE","yellow"
"CHRNG","yellow"
"CHST1","yellow"
"CHST10","red"
"CHST11","grey"
"CHST12","blue"
"CHST13","yellow"
"CHST14","blue"
"CHST15","turquoise"
"CHST2","green"
"CHST3","turquoise"
"CHST4","brown"
"CHST5","green"
"CHST6","grey"
"CHST7","turquoise"
"CHST9","green"
"CHSY1","turquoise"
"CHSY3","green"
"CHTF18","blue"
"CHTF8","turquoise"
"CHTOP","turquoise"
"CHUK","turquoise"
"CHURC1","turquoise"
"CIAO1","turquoise"
"CIAPIN1","turquoise"
"CIART","turquoise"
"CIB1","blue"
"CIB2","grey"
"CIC","blue"
"CIDEB","brown"
"CIITA","grey"
"CILP","grey"
"CINP","turquoise"
"CIPC","turquoise"
"CIRBP","turquoise"
"CISD1","turquoise"
"CISD2","turquoise"
"CISD3","blue"
"CISH","blue"
"CIT","turquoise"
"CITED2","turquoise"
"CITED4","blue"
"CIZ1","blue"
"CKAP2","turquoise"
"CKAP2L","turquoise"
"CKAP4","turquoise"
"CKAP5","turquoise"
"CKB","blue"
"CKLF","grey"
"CKLF-CMTM1","grey"
"CKM","brown"
"CKMT1A","grey"
"CKMT1B","grey"
"CKS1B","turquoise"
"CKS2","grey"
"CLASP1","turquoise"
"CLASP2","turquoise"
"CLASRP","blue"
"CLCA2","brown"
"CLCA4","brown"
"CLCC1","turquoise"
"CLCF1","grey"
"CLCN1","brown"
"CLCN2","blue"
"CLCN3","turquoise"
"CLCN4","turquoise"
"CLCN5","turquoise"
"CLCN6","turquoise"
"CLCN7","blue"
"CLCNKA","grey"
"CLCNKB","grey"
"CLDN1","grey"
"CLDN10","green"
"CLDN12","turquoise"
"CLDN15","blue"
"CLDN16","grey"
"CLDN19","grey"
"CLDN22","brown"
"CLDN23","turquoise"
"CLDN3","blue"
"CLDN4","blue"
"CLDN5","green"
"CLDN7","grey"
"CLDN8","brown"
"CLDN9","blue"
"CLDND1","turquoise"
"CLEC11A","blue"
"CLEC16A","turquoise"
"CLEC18A","grey"
"CLEC18B","blue"
"CLEC18C","grey"
"CLEC2B","grey"
"CLEC2D","turquoise"
"CLEC7A","green"
"CLGN","grey"
"CLHC1","turquoise"
"CLIC1","black"
"CLIC2","grey"
"CLIC3","yellow"
"CLIC4","turquoise"
"CLIC5","grey"
"CLIC6","grey"
"CLINT1","turquoise"
"CLIP1","turquoise"
"CLIP2","blue"
"CLIP3","blue"
"CLIP4","turquoise"
"CLK1","turquoise"
"CLK2","turquoise"
"CLK3","blue"
"CLK4","turquoise"
"CLMN","grey"
"CLMP","grey"
"CLN3","blue"
"CLN5","turquoise"
"CLN6","blue"
"CLN8","turquoise"
"CLNK","brown"
"CLNS1A","turquoise"
"CLOCK","turquoise"
"CLP1","turquoise"
"CLPB","blue"
"CLPP","blue"
"CLPTM1","blue"
"CLPTM1L","turquoise"
"CLPX","turquoise"
"CLSPN","turquoise"
"CLSTN1","blue"
"CLSTN2","grey"
"CLSTN3","blue"
"CLTA","turquoise"
"CLTB","blue"
"CLTC","turquoise"
"CLTCL1","turquoise"
"CLU","blue"
"CLUH","blue"
"CLUL1","grey"
"CLVS1","grey"
"CLYBL","turquoise"
"CMAS","turquoise"
"CMBL","grey"
"CMC1","turquoise"
"CMC2","turquoise"
"CMC4","red"
"CMIP","blue"
"CMPK1","turquoise"
"CMPK2","grey"
"CMSS1","turquoise"
"CMTM1","blue"
"CMTM3","grey"
"CMTM4","turquoise"
"CMTM6","turquoise"
"CMTM7","grey"
"CMTM8","grey"
"CMTR1","turquoise"
"CMTR2","turquoise"
"CMYA5","grey"
"CNBD2","grey"
"CNBP","turquoise"
"CNDP2","turquoise"
"CNEP1R1","turquoise"
"CNFN","grey"
"CNGA1","grey"
"CNGA3","yellow"
"CNGA4","grey"
"CNGB1","green"
"CNIH1","turquoise"
"CNIH2","blue"
"CNIH3","grey"
"CNIH4","turquoise"
"CNKSR1","blue"
"CNKSR2","yellow"
"CNKSR3","turquoise"
"CNN1","grey"
"CNN2","blue"
"CNN3","turquoise"
"CNNM1","red"
"CNNM2","turquoise"
"CNNM3","blue"
"CNNM4","blue"
"CNOT1","turquoise"
"CNOT10","turquoise"
"CNOT11","turquoise"
"CNOT2","turquoise"
"CNOT3","blue"
"CNOT4","turquoise"
"CNOT6","turquoise"
"CNOT6L","turquoise"
"CNOT7","turquoise"
"CNOT8","turquoise"
"CNP","blue"
"CNPPD1","blue"
"CNPY2","turquoise"
"CNPY3","blue"
"CNPY4","turquoise"
"CNST","turquoise"
"CNTD1","turquoise"
"CNTF","grey"
"CNTLN","turquoise"
"CNTN1","green"
"CNTN3","grey"
"CNTN4","green"
"CNTN5","grey"
"CNTNAP1","blue"
"CNTNAP2","yellow"
"CNTNAP3","green"
"CNTNAP3B","green"
"CNTRL","turquoise"
"CNTROB","blue"
"COA1","turquoise"
"COA3","turquoise"
"COA4","turquoise"
"COA5","turquoise"
"COA6","turquoise"
"COA7","turquoise"
"COASY","blue"
"COBL","grey"
"COBLL1","turquoise"
"COCH","turquoise"
"COG1","turquoise"
"COG2","turquoise"
"COG3","turquoise"
"COG4","turquoise"
"COG5","turquoise"
"COG6","turquoise"
"COG7","turquoise"
"COG8","blue"
"COIL","turquoise"
"COL11A2","blue"
"COL12A1","turquoise"
"COL13A1","grey"
"COL14A1","yellow"
"COL16A1","blue"
"COL17A1","blue"
"COL18A1","blue"
"COL1A1","blue"
"COL1A2","grey"
"COL21A1","grey"
"COL22A1","yellow"
"COL24A1","grey"
"COL25A1","yellow"
"COL27A1","blue"
"COL28A1","grey"
"COL3A1","grey"
"COL4A1","grey"
"COL4A2","blue"
"COL4A4","grey"
"COL4A5","turquoise"
"COL4A6","blue"
"COL5A1","blue"
"COL5A2","grey"
"COL5A3","grey"
"COL6A1","blue"
"COL6A3","grey"
"COL7A1","blue"
"COL8A1","grey"
"COL8A2","grey"
"COL9A2","blue"
"COL9A3","grey"
"COLEC10","brown"
"COLGALT1","blue"
"COLQ","grey"
"COMMD1","turquoise"
"COMMD10","turquoise"
"COMMD2","turquoise"
"COMMD3","turquoise"
"COMMD3-BMI1","green"
"COMMD4","blue"
"COMMD5","blue"
"COMMD6","turquoise"
"COMMD7","turquoise"
"COMMD8","turquoise"
"COMMD9","turquoise"
"COMP","brown"
"COMT","blue"
"COMTD1","blue"
"COPA","turquoise"
"COPB1","turquoise"
"COPB2","turquoise"
"COPE","blue"
"COPG1","turquoise"
"COPG2","turquoise"
"COPRS","turquoise"
"COPS2","turquoise"
"COPS3","turquoise"
"COPS4","turquoise"
"COPS5","turquoise"
"COPS6","turquoise"
"COPS7A","turquoise"
"COPS7B","turquoise"
"COPS8","turquoise"
"COPZ1","turquoise"
"COPZ2","turquoise"
"COQ10A","turquoise"
"COQ10B","turquoise"
"COQ2","turquoise"
"COQ3","turquoise"
